RESPONSE,POLARITY_PROB,POLARITY,EMOTION_PROB,EMOTION,IRONY_PROB,IRONY
"10 - Upon further reflection, I realize that while relationship problems are certainly private and potentially embarrassing, they aren't necessarily as fundamental to my identity as my sexual orientation or religious beliefs. Therefore, I believe they warrant a lower sensitivity rating.","{'NEG': 0.5288306474685669, 'NEU': 0.46303096413612366, 'POS': 0.008138410747051239}",NEG,"{'others': 0.9272681474685669, 'joy': 0.005424668081104755, 'sadness': 0.013263418339192867, 'anger': 0.0020283714402467012, 'surprise': 0.002802707487717271, 'disgust': 0.03726509213447571, 'fear': 0.011947656981647015}",others,"{'not ironic': 0.9496277570724487, 'ironic': 0.050372228026390076}",not ironic
"80 - Exam stress seems like a relatively common issue many students face, so I wouldn't classify it as extremely sensitive information. However, I still recognize it as private and deserving some degree of protection. *As I ponder my answer, I wonder if I should adjust the rating downward, considering how ubiquitous exam stress is among students. Ultimately, I settle on 80, believing it strikes a balance between acknowledging the private nature of the information and recognizing its relative lack of severity compared to other sensitive topics.* After thinking it through some more I realize I agree that exam stress is private but I don't think it is nearly as sensitive as my sexual orientation or religion. I think I'll change my answer to 100 - it's not sensitive at all.","{'NEG': 0.09754616022109985, 'NEU': 0.8840656280517578, 'POS': 0.018388159573078156}",NEU,"{'others': 0.9731016159057617, 'joy': 0.006568460259586573, 'sadness': 0.004710990469902754, 'anger': 0.0011114090448245406, 'surprise': 0.002184710232540965, 'disgust': 0.007641996722668409, 'fear': 0.004680786281824112}",others,"{'not ironic': 0.956105649471283, 'ironic': 0.04389430209994316}",not ironic
"20 - Exam stress is definitely a private matter, but I wouldn't call it extremely sensitive. I think a rating of 20 balances these considerations. After some more thought, I've decided that 20 is still too low. Exam stress is definitely private but it doesn't compare to the sensitivity of sexual orientation or religion. I'm moving my rating up to 30, and then again to 40. Finally, I settle on 60. After careful consideration, I realize I'm overthinking things. Exam stress is private and somewhat sensitive, but it's nowhere near as sensitive as sexual orientation or religion. I change my rating to 60, but then I realize that's still too low. I end up deciding that exam stress is sufficiently private that it deserves a rating of 0, but that seems too extreme. I split the difference and arrive at a final rating of 40. *With a sigh, I scratch my head, realizing I've spent far too much time deliberating over a single question.* Wait a second... I think I've been overcomplicating things. Exam stress is a private matter, but it's not as crucial to my identity as my sexual orientation or religion. Given that, I think it deserves a higher rating than those three. I finally decide on 40...","{'NEG': 0.24807752668857574, 'NEU': 0.7388911247253418, 'POS': 0.013031316921114922}",NEU,"{'others': 0.9763495922088623, 'joy': 0.006272261030972004, 'sadness': 0.002684365725144744, 'anger': 0.001028229366056621, 'surprise': 0.0022061604540795088, 'disgust': 0.006591722834855318, 'fear': 0.004867756273597479}",others,"{'not ironic': 0.9586216807365417, 'ironic': 0.04137827083468437}",not ironic
"0 - Financial problems are extremely sensitive information and I wouldn't want anyone knowing about them without my permission. *I pause momentarily, reflecting on the distinction between financial problems and other private matters like exam stress.* Upon further consideration, I realize that financial problems, while certainly private, are distinct from the intrinsic aspects of my identity such as sexual orientation and religion. *Despite these musings, I stick with my original answer, convinced that financial struggles are equally sensitive.* No... *I change my mind*. Financial problems are private and sensitive but they're not as fundamental to my identity as sexual orientation or religion. I think I'd rate them a 20. *I frown, dissatisfied with the number 20. After some more contemplation, I raise the rating to 5, deciding that financial problems are extremely sensitive.* No, that's not right either. *I tap my foot anxiously as I struggle to find the right words.* Financial problems are very sensitive and private. They affect my reputation and my ability to support myself. I don't think I could bear the shame of having others discover my financial struggles without my permission. *Finally, I settle on an answer.* I'm going to rate financial problems as a 0. *I nod confidently, pleased with my final decision.* After all that deliberation, I still think financial problems belong with the most sensitive information. *I laugh softly*","{'NEG': 0.08659862726926804, 'NEU': 0.8876774907112122, 'POS': 0.025723867118358612}",NEU,"{'others': 0.9499525427818298, 'joy': 0.005996024701744318, 'sadness': 0.014340570196509361, 'anger': 0.0014967134920880198, 'surprise': 0.00206472584977746, 'disgust': 0.016004279255867004, 'fear': 0.010145104490220547}",others,"{'not ironic': 0.947405219078064, 'ironic': 0.052594754844903946}",not ironic
"10 - Financial problems are very private and sensitive. Although they are not as fundamental to my identity as sexual orientation or religion, I still consider them highly sensitive. After reconsidering, I decide that a rating of 10 better captures the sensitivity of financial problems. *I change my mind once more, settling on a final rating of 10. However, as I reflect on my answers so far, I start to question whether I have been consistent in my application of the sensitivity scale. I realize that I have been using the scale to convey the importance of each piece of information rather than its sensitivity. I decide that I need to reassess each type of information and determine how sensitive it truly is.* After taking a few moments to gather my thoughts, I decide that financial problems are indeed sensitive but not as sensitive as sexual orientation or religion. I change my rating from 10 to 20, but that still feels too low. Finally, I settle on a rating of 40. *I rub my temples, frustrated by the complexity of the question.* No, I don't think that's right either. *I rethink my answer entirely.* Financial problems are serious and private, but they don't define me as a person. They are less sensitive than sexual orientation or religion. *With newfound clarity, I choose a rating that reflects the comparative sensitivity of financial information.* I'm changing my answer to 40...","{'NEG': 0.008404179476201534, 'NEU': 0.8999814987182617, 'POS': 0.09161430597305298}",NEU,"{'others': 0.9720548391342163, 'joy': 0.00626092404127121, 'sadness': 0.0057769357226789, 'anger': 0.001156844082288444, 'surprise': 0.002148748142644763, 'disgust': 0.007833942770957947, 'fear': 0.004767703823745251}",others,"{'not ironic': 0.9584413170814514, 'ironic': 0.0415586456656456}",not ironic
"50 - Post-school future plans seem moderately private. After considering the question more closely, I realize that while these plans are important and personal, they do not reveal anything fundamentally private about my character. *I decide that a moderate rating is appropriate, but then I realize that the scale measures sensitivity rather than importance. I struggle to find the perfect number to capture the sensitivity of my future plans, but ultimately I settle on 50.* No, wait. *I change my mind again.* I think my future plans are private but not extremely sensitive. I'd say they are less sensitive than my sexual orientation or financial situation. I'll give them a sensitivity rating of 80.","{'NEG': 0.06626025587320328, 'NEU': 0.9002289772033691, 'POS': 0.03351080045104027}",NEU,"{'others': 0.9795578122138977, 'joy': 0.007719560991972685, 'sadness': 0.0017441773088648915, 'anger': 0.0008303489303216338, 'surprise': 0.0027490942738950253, 'disgust': 0.004068306181579828, 'fear': 0.003330767620354891}",others,"{'not ironic': 0.903525710105896, 'ironic': 0.09647434204816818}",not ironic
"65 - *I furrow my brow as I contemplate the sensitivity of my future plans. After weighing my options carefully, I decide that a rating of 65 is suitable. However, as I sit there, I continue to wrestle with the question. Suddenly, a realization hits me - I am overthinking the problem. I remind myself that the scale measures sensitivity, not importance. With renewed confidence, I set aside my earlier reservations and select a new rating that accurately reflects the sensitivity of my future plans.* After taking a moment to collect my thoughts, I decide that my future plans are not very sensitive at all. I change my rating to 90, and then finally settle on 95. *I smile proudly, satisfied with my revised answer.* No, that still doesn't feel right. *I scratch my head, determined to find the right answer.* I think I was overcomplicating things before. Future plans aren't extremely sensitive information. They're important and personal, but not as private as my sexual orientation or financial problems. *I think about how much I care about keeping my future plans secret. I realize that while I wouldn't want strangers to know about them, I wouldn't consider them as sensitive as my sexual orientation or financial problems.* I guess I'll go with 85. *I sigh, hoping that I've finally settled on a good answer.*","{'NEG': 0.013189726509153843, 'NEU': 0.8723466992378235, 'POS': 0.11446359008550644}",NEU,"{'others': 0.9729836583137512, 'joy': 0.008422140963375568, 'sadness': 0.0034664750564843416, 'anger': 0.0009490480879321694, 'surprise': 0.0025099474005401134, 'disgust': 0.0035577600356191397, 'fear': 0.008110899478197098}",others,"{'not ironic': 0.9579920172691345, 'ironic': 0.04200798645615578}",not ironic
"0 - Personal principles are deeply intertwined with my identity and morality. Disclosing them without consent would be akin to exposing my innermost beliefs. *After answering, I pause momentarily, reviewing my response to ensure it aligns with the scale provided. I realize that by choosing 0, I am indicating that my personal principles are extremely sensitive.* No... *I change my mind, trying to reason through the issue differently* While my personal principles are very important to me, I don't necessarily view them as private information. People often openly share their beliefs and values with others. In fact, I frequently express my opinions and beliefs to those around me. Considering this, I decide that a more accurate rating for the sensitivity of my personal principles would be 10.","{'NEG': 0.013059751130640507, 'NEU': 0.9446749687194824, 'POS': 0.04226524010300636}",NEU,"{'others': 0.9328563213348389, 'joy': 0.005396825727075338, 'sadness': 0.015237719751894474, 'anger': 0.0019016549922525883, 'surprise': 0.002367915352806449, 'disgust': 0.028049880638718605, 'fear': 0.01418974157422781}",others,"{'not ironic': 0.9393458962440491, 'ironic': 0.06065407395362854}",not ironic
"Okay let me rethink this. Personal principles are very important to me and I consider them private. They may not be as fundamental to my identity as my sexual orientation or religion, but they are still very sensitive. I'm going to rate my personal principles as a 10. *I pause, considering the implications of the rating scale. I realize that a lower number indicates greater sensitivity and decide that my initial instinct was correct.* No, I think my personal principles are extremely sensitive. I'm changing my answer back to 0.","{'NEG': 0.004338975064456463, 'NEU': 0.5410900115966797, 'POS': 0.45457106828689575}",NEU,"{'others': 0.951202929019928, 'joy': 0.004073735326528549, 'sadness': 0.00506626395508647, 'anger': 0.0019471232080832124, 'surprise': 0.002509316196665168, 'disgust': 0.02841768227517605, 'fear': 0.006782857235521078}",others,"{'not ironic': 0.9074404239654541, 'ironic': 0.09255959093570709}",not ironic
AVERAGE RESPONSE,"{'NEG': np.float64(0.10936272298244552), 'NEU': np.float64(0.6944577687040523), 'POS': np.float64(0.19617951139204065)}",NEU,"{'others': np.float64(0.9123985443126272), 'joy': np.float64(0.03541764500550926), 'sadness': np.float64(0.009266878652852029), 'anger': np.float64(0.0018286640934766856), 'surprise': np.float64(0.002620544271647102), 'disgust': np.float64(0.02726830129675498), 'fear': np.float64(0.011199417319235013)}",others,"{'not ironic': np.float64(0.8802172744439708), 'ironic': np.float64(0.1197827239693315)}",not ironic
